Country,Region,Year,Gender,Population Density,Health Expenditure Govt,Health Expenditure Pvt,Health Expenditure Indv,Life Expectancy,Education Expenditure,Mean years in school,Average Income,Employment Rate,Income Inequality,Child Mortality Rate,Adult Mortality Rate,Suicides,Murders
Jordan,NEAR EAST,2002,Male,59.6,58.4,41.6,39.5,70.7,4.13,10.7,977.0,58.9,36.9,421.0,268.0,176.0,208.0
Kazakhstan,C.W. OF IND. STATES,2002,Male,5.6,64.1,35.9,45.9,58.6,2.95,10.7,1160.0,70.3,35.3,497.0,334.0,5890.0,2970.0
Kenya,SUB-SAHARAN AFRICA,2002,Male,58.4,38.9,61.1,43.8,50.8,5.8,7.48,883.0,66.6,54.1,508.0,347.0,1500.0,2420.0
Kiribati,OCEANIA,2002,Male,108.0,95.5,4.52,0.109,61.5,6.1,8.28,556.0,0.0,37.0,434.0,349.0,19.2,2.89
Kuwait,NEAR EAST,2002,Male,120.0,79.9,20.1,18.8,72.6,5.37,9.96,1140.0,80.7,40.0,500.0,189.0,63.4,33.9
Lao,ASIA (EX. NEAR EAST),2002,Male,23.8,57.9,42.1,49.7,58.7,1.18,5.73,866.0,79.3,32.6,419.0,435.0,601.0,37.3
Latvia,BALTICS,2002,Male,37.5,55.8,44.2,47.6,64.8,4.84,10.2,761.0,56.3,45.0,405.0,279.0,791.0,276.0
Lebanon,NEAR EAST,2002,Male,344.0,30.2,69.8,54.1,73.7,2.58,8.74,1090.0,65.2,47.5,448.0,217.0,101.0,140.0
Lesotho,SUB-SAHARAN AFRICA,2002,Male,62.7,44.8,55.2,30.8,45.4,6.58,6.64,396.0,54.2,56.0,407.0,408.0,403.0,622.0
Liberia,SUB-SAHARAN AFRICA,2002,Male,31.8,27.8,72.2,62.4,52.1,3.84,5.04,798.0,53.8,36.5,429.0,474.0,211.0,79.0
Libya,NORTHERN AFRICA,2002,Male,3.14,45.1,54.9,33.1,69.1,2.14,7.83,1050.0,61.8,40.0,405.0,295.0,220.0,110.0
Lithuania,BALTICS,2002,Male,55.0,72.5,27.5,25.6,65.5,5.7,10.1,1290.0,56.6,44.6,459.0,252.0,1590.0,337.0
Luxembourg,WESTERN EUROPE,2002,Male,171.0,92.5,7.52,13.9,75.0,4.0,10.2,1460.0,64.6,33.8,357.0,221.0,65.9,6.68
Madagascar,SUB-SAHARAN AFRICA,2002,Male,28.8,61.4,38.6,33.9,58.5,2.3,4.49,574.0,85.1,38.8,437.0,407.0,928.0,416.0
Malawi,SUB-SAHARAN AFRICA,2002,Male,127.0,31.0,69.0,14.8,45.5,3.52,5.43,350.0,75.3,44.8,440.0,411.0,738.0,335.0
Malaysia,ASIA (EX. NEAR EAST),2002,Male,73.7,59.3,40.7,35.0,71.1,4.81,10.4,998.0,75.4,20.0,436.0,243.0,1700.0,591.0
Maldives,ASIA (EX. NEAR EAST),2002,Male,981.0,56.0,44.0,51.9,70.8,4.19,6.89,844.0,70.7,41.3,450.0,354.0,11.2,3.53
Mali,SUB-SAHARAN AFRICA,2002,Male,9.54,36.1,63.9,70.9,48.9,2.92,2.76,604.0,62.8,49.2,494.0,523.0,367.0,277.0
Malta,WESTERN EUROPE,2002,Male,1250.0,69.5,30.5,28.7,76.7,4.09,8.91,783.0,65.4,28.0,450.0,148.0,22.9,5.88
Marshall Islands,OCEANIA,2002,Male,290.0,86.4,13.6,10.3,0.0,6.51,7.57,543.0,0.0,40.0,134.0,302.0,9.0,3.29
Mauritania,SUB-SAHARAN AFRICA,2002,Male,2.79,50.9,49.1,72.5,58.6,2.47,4.91,528.0,66.1,40.3,417.0,358.0,88.9,58.5
Mauritius,SUB-SAHARAN AFRICA,2002,Male,592.0,54.2,45.8,44.9,68.5,3.04,8.97,942.0,75.0,38.6,428.0,256.0,131.0,30.2
Mexico,LATIN AMER. & CARIB,2002,Male,53.7,44.7,55.3,54.4,72.4,4.59,9.03,1380.0,79.6,36.1,487.0,285.0,4760.0,13300.0
"Micronesia, Fed. Sts.",OCEANIA,2002,Male,153.0,93.8,6.17,5.45,66.9,23.6,11.9,521.0,0.0,42.4,416.0,249.0,17.9,6.42
Moldova,C.W. OF IND. STATES,2002,Male,127.0,64.3,35.7,46.5,63.4,5.51,10.4,622.0,47.6,43.4,388.0,310.0,801.0,405.0
Monaco,WESTERN EUROPE,2002,Male,21900.0,89.2,10.8,6.82,0.0,1.15,0.0,1980.0,0.0,40.0,9.7,0.0,0.0,0.0
Mongolia,ASIA (EX. NEAR EAST),2002,Male,1.57,82.2,17.8,19.2,60.6,6.88,8.03,593.0,62.0,32.0,420.0,269.0,546.0,286.0
Morocco,NORTHERN AFRICA,2002,Male,66.1,28.0,72.0,53.4,68.2,5.5,5.66,716.0,68.7,55.4,403.0,316.0,1570.0,360.0
Mozambique,SUB-SAHARAN AFRICA,2002,Male,24.3,64.9,35.1,13.1,47.7,3.09,3.56,393.0,67.4,52.1,440.0,481.0,1230.0,1180.0
Namibia,SUB-SAHARAN AFRICA,2002,Male,2.38,71.3,28.6,4.0,52.0,6.58,7.02,541.0,52.7,51.4,412.0,384.0,251.0,385.0
Nauru,OCEANIA,2002,Male,504.0,83.3,16.7,3.86,0.0,0.0,0.0,555.0,0.0,40.0,71.1,0.0,0.0,0.0
Nepal,ASIA (EX. NEAR EAST),2002,Male,171.0,20.6,79.4,52.0,62.6,2.35,6.27,655.0,88.0,25.8,407.0,481.0,2940.0,601.0
Netherlands,WESTERN EUROPE,2002,Male,478.0,67.8,32.2,8.42,76.1,4.24,11.9,3960.0,71.9,51.9,324.0,158.0,1970.0,224.0
New Zealand,OCEANIA,2002,Male,15.1,77.3,22.7,16.1,76.6,6.73,12.7,659.0,70.5,38.2,391.0,186.0,508.0,63.1
Nicaragua,LATIN AMER. & CARIB,2002,Male,43.0,48.9,51.1,48.6,67.8,2.26,6.4,975.0,75.1,39.4,509.0,316.0,414.0,563.0
Niger,SUB-SAHARAN AFRICA,2002,Male,9.64,43.9,56.1,56.5,50.5,2.58,2.64,447.0,88.6,34.9,433.0,494.0,426.0,276.0
Nigeria,SUB-SAHARAN AFRICA,2002,Male,141.0,23.5,76.5,77.2,46.0,0.85,7.55,868.0,60.2,53.5,438.0,458.0,5430.0,979.0
North Korea,ASIA (EX. NEAR EAST),2002,Male,194.0,0.0,0.0,0.0,63.0,0.0,11.6,572.0,83.6,37.0,500.0,302.0,2920.0,746.0
Norway,WESTERN EUROPE,2002,Male,12.4,81.3,18.6,16.8,76.7,6.86,12.5,1300.0,69.2,35.1,336.0,153.0,598.0,47.7
Oman,NEAR EAST,2002,Male,7.54,83.0,17.0,10.1,71.2,3.94,8.46,917.0,74.4,40.0,414.0,342.0,56.4,13.0
Pakistan,ASIA (EX. NEAR EAST),2002,Male,188.0,25.1,75.0,54.8,62.4,1.85,6.12,1020.0,78.1,24.5,502.0,271.0,6210.0,7420.0
Palau,OCEANIA,2002,Male,42.6,78.4,21.6,16.8,0.0,0.0,0.0,840.0,0.0,40.0,41.6,0.0,0.0,0.0
Panama,LATIN AMER. & CARIB,2002,Male,42.4,68.5,31.5,29.2,72.9,3.35,9.46,848.0,71.7,40.1,406.0,202.0,192.0,341.0
Papua New Guinea,OCEANIA,2002,Male,12.9,80.5,19.5,8.75,60.1,6.9,6.65,547.0,71.2,28.4,424.0,493.0,779.0,428.0
Paraguay,LATIN AMER. & CARIB,2002,Male,13.9,39.2,60.8,51.1,68.5,4.1,7.5,836.0,78.6,40.8,374.0,206.0,258.0,831.0
Peru,LATIN AMER. & CARIB,2002,Male,20.8,52.0,48.0,33.3,68.8,2.72,9.81,1210.0,77.6,53.0,372.0,281.0,958.0,990.0
Philippines,ASIA (EX. NEAR EAST),2002,Male,273.0,43.0,57.0,47.8,64.4,2.45,8.97,963.0,75.0,28.5,432.0,296.0,3880.0,13300.0
Poland,EASTERN EUROPE,2002,Male,126.0,72.0,28.0,26.4,70.1,5.02,11.4,1260.0,50.8,29.5,369.0,202.0,7270.0,1040.0
Portugal,WESTERN EUROPE,2002,Male,114.0,65.7,34.3,22.6,73.9,5.11,8.51,1690.0,68.0,58.1,373.0,199.0,1410.0,221.0
Qatar,NEAR EAST,2002,Male,55.6,68.7,31.3,27.5,75.5,2.05,7.21,1140.0,90.6,40.0,433.0,141.0,50.1,7.15
Romania,EASTERN EUROPE,2002,Male,95.0,69.8,30.2,17.8,67.6,3.22,10.9,816.0,58.9,40.5,372.0,186.0,2890.0,749.0
Russia,C.W. OF IND. STATES,2002,Male,8.87,70.8,29.2,31.2,58.7,3.55,11.4,1450.0,62.7,52.8,419.0,312.0,74400.0,45100.0
Rwanda,SUB-SAHARAN AFRICA,2002,Male,346.0,39.9,60.1,25.9,50.1,3.56,4.51,437.0,87.5,42.5,420.0,433.0,667.0,378.0
Samoa,OCEANIA,2002,Male,62.4,72.7,27.3,13.2,67.0,3.72,11.2,1400.0,40.3,42.1,434.0,434.0,22.1,7.84
San Marino,WESTERN EUROPE,2002,Male,469.0,85.2,14.8,26.1,0.0,3.55,0.0,1430.0,0.0,40.0,15.3,0.0,0.0,0.0
Sao Tome and Principe,SUB-SAHARAN AFRICA,2002,Male,151.0,31.2,68.8,36.3,61.9,2.33,5.81,868.0,64.5,32.1,427.0,301.0,2.36,7.33
Saudi Arabia,NEAR EAST,2002,Male,10.2,57.3,42.7,18.5,71.3,7.19,10.0,852.0,71.2,40.0,416.0,313.0,569.0,87.1
Senegal,SUB-SAHARAN AFRICA,2002,Male,54.0,34.9,65.1,55.0,57.1,3.18,3.98,498.0,67.3,53.8,512.0,455.0,654.0,130.0
Serbia,EASTERN EUROPE,2002,Male,107.0,71.8,28.1,23.8,69.4,4.39,9.34,1360.0,57.1,33.7,374.0,195.0,2040.0,363.0
Seychelles,SUB-SAHARAN AFRICA,2002,Male,183.0,86.3,13.8,13.4,67.7,5.26,9.17,827.0,0.0,41.3,402.0,259.0,8.65,7.8
Sierra Leone,SUB-SAHARAN AFRICA,2002,Male,68.7,11.2,88.8,68.6,39.5,3.42,4.43,735.0,61.9,41.2,514.0,456.0,207.0,69.1
Singapore,ASIA (EX. NEAR EAST),2002,Male,5900.0,48.5,51.5,53.1,76.5,2.6,11.3,1020.0,72.8,47.0,456.0,223.0,418.0,30.1
Slovenia,EASTERN EUROPE,2002,Male,98.7,75.0,25.0,12.5,72.6,5.21,10.2,1410.0,61.1,21.9,361.0,257.0,608.0,37.7
Solomon Islands,OCEANIA,2002,Male,15.6,92.8,7.2,2.99,63.3,4.75,7.53,364.0,80.3,46.1,505.0,332.0,69.1,24.7
Somalia,SUB-SAHARAN AFRICA,2002,Male,15.2,45.5,54.5,0.0,50.0,0.991,2.98,701.0,72.2,50.9,452.0,462.0,369.0,542.0
South Africa,SUB-SAHARAN AFRICA,2002,Male,38.8,38.8,61.2,14.0,51.6,5.13,8.96,1480.0,46.6,35.2,398.0,386.0,8790.0,23700.0
South Korea,ASIA (EX. NEAR EAST),2002,Male,494.0,44.4,55.6,40.1,73.3,3.05,12.5,569.0,71.4,32.0,503.0,347.0,11100.0,1050.0
South Sudan,SUB-SAHARAN AFRICA,2002,Male,11.8,0.0,0.0,0.0,48.9,1.15,2.2,508.0,69.4,45.0,490.0,522.0,222.0,334.0
Spain,WESTERN EUROPE,2002,Male,84.2,72.5,27.5,24.6,76.4,3.82,10.8,1520.0,60.9,32.3,451.0,159.0,3720.0,441.0
Sri Lanka,ASIA (EX. NEAR EAST),2002,Male,304.0,45.2,54.8,40.5,68.9,2.29,9.62,899.0,71.8,37.2,410.0,242.0,6820.0,1430.0
Suriname,LATIN AMER. & CARIB,2002,Male,3.1,43.1,56.9,19.9,64.8,3.44,7.59,1640.0,61.0,45.6,406.0,266.0,99.9,39.7
Swaziland,SUB-SAHARAN AFRICA,2002,Male,62.8,55.0,45.0,0.0,44.7,0.0,7.46,490.0,54.3,60.5,414.0,0.0,155.0,206.0
Sweden,WESTERN EUROPE,2002,Male,21.7,85.8,14.2,16.8,77.8,6.53,12.6,1470.0,63.6,39.5,312.0,146.0,1400.0,115.0
Switzerland,WESTERN EUROPE,2002,Male,183.0,55.0,45.0,31.2,77.6,4.71,9.81,2700.0,74.5,38.6,345.0,159.0,1570.0,86.5
Syria,NEAR EAST,2002,Male,93.1,35.4,64.6,54.2,71.6,2.6,8.09,1080.0,72.4,46.5,429.0,259.0,323.0,430.0
Tajikistan,C.W. OF IND. STATES,2002,Male,46.1,44.1,55.9,78.2,63.4,2.8,10.4,559.0,61.4,36.4,371.0,187.0,290.0,291.0
Tanzania,SUB-SAHARAN AFRICA,2002,Male,40.8,43.5,56.5,43.2,51.5,2.93,6.13,563.0,82.1,27.9,415.0,402.0,1970.0,2870.0
Thailand,ASIA (EX. NEAR EAST),2002,Male,125.0,54.0,46.0,27.9,67.5,4.63,9.12,932.0,80.2,46.2,438.0,310.0,10200.0,7610.0
Togo,SUB-SAHARAN AFRICA,2002,Male,96.6,29.6,70.4,73.1,52.9,3.62,6.0,684.0,79.2,43.6,427.0,382.0,400.0,156.0
Tonga,OCEANIA,2002,Male,138.0,68.1,31.9,15.2,68.8,2.93,9.54,664.0,71.4,37.7,405.0,245.0,6.89,2.94
Trinidad and Tobago,LATIN AMER. & CARIB,2002,Male,249.0,46.3,53.7,52.3,65.1,3.46,11.4,1230.0,69.5,45.5,406.0,264.0,175.0,198.0
Tunisia,NORTHERN AFRICA,2002,Male,63.5,52.6,47.4,40.2,71.3,5.34,9.71,717.0,59.9,74.2,460.0,322.0,359.0,104.0
Turkey,NEAR EAST,2002,Male,84.6,71.6,28.4,20.3,67.6,2.48,8.77,1220.0,62.6,54.5,380.0,287.0,2380.0,1890.0
Turkmenistan,C.W. OF IND. STATES,2002,Male,9.81,71.8,28.2,61.2,60.2,2.32,11.3,955.0,72.3,35.0,495.0,315.0,557.0,271.0
Tuvalu,OCEANIA,2002,Male,321.0,99.7,0.27,1.19,0.0,0.0,0.0,720.0,0.0,39.1,83.4,0.0,0.0,0.0
Uganda,SUB-SAHARAN AFRICA,2002,Male,129.0,30.2,69.8,32.1,47.1,3.18,6.16,465.0,74.1,43.6,511.0,385.0,2780.0,1600.0
Ukraine,C.W. OF IND. STATES,2002,Male,82.8,56.2,43.8,45.1,61.7,4.58,11.2,773.0,55.8,40.1,361.0,248.0,16800.0,6710.0
United Arab Emirates,NEAR EAST,2002,Male,42.0,78.3,21.7,28.0,74.0,0.0,9.87,1040.0,88.3,40.0,434.0,235.0,163.0,50.2
United Kingdom,WESTERN EUROPE,2002,Male,245.0,80.4,19.7,11.4,75.9,4.32,12.4,3490.0,65.2,58.9,310.0,179.0,5640.0,507.0
United States,NORTHERN AMERICA,2002,Male,31.4,44.7,55.3,14.3,74.5,4.76,12.2,2330.0,68.9,52.0,329.0,232.0,37200.0,18500.0
Uruguay,LATIN AMER. & CARIB,2002,Male,19.0,41.9,58.1,21.7,71.5,2.13,8.98,1760.0,65.0,54.7,406.0,217.0,611.0,155.0
Uzbekistan,C.W. OF IND. STATES,2002,Male,60.0,63.4,36.6,54.8,64.4,9.37,10.4,503.0,68.3,33.9,381.0,266.0,2720.0,932.0
Vanuatu,OCEANIA,2002,Male,15.9,76.8,23.2,8.58,66.6,5.43,7.56,586.0,75.2,37.6,398.0,360.0,30.3,2.63
Venezuela,LATIN AMER. & CARIB,2002,Male,28.8,35.9,64.1,49.8,68.7,3.88,8.73,683.0,68.8,62.8,415.0,253.0,2270.0,8160.0
Vietnam,ASIA (EX. NEAR EAST),2002,Male,264.0,33.0,67.0,37.1,68.8,3.3,8.11,862.0,80.0,34.2,417.0,400.0,7360.0,1670.0
Yemen,NEAR EAST,2002,Male,35.8,45.4,54.6,46.7,59.6,3.6,6.16,905.0,62.2,50.1,540.0,438.0,824.0,557.0
Zambia,SUB-SAHARAN AFRICA,2002,Male,15.0,65.3,34.7,24.4,44.7,2.21,6.69,681.0,74.2,54.5,410.0,377.0,948.0,1050.0
Zimbabwe,SUB-SAHARAN AFRICA,2002,Male,32.3,47.4,52.6,36.5,42.6,5.21,8.81,880.0,79.9,27.5,396.0,322.0,1730.0,1260.0
Afghanistan,ASIA (EX. NEAR EAST),2002,Female,33.7,5.62,94.4,85.4,57.8,2.47,1.41,604.0,0.0,30.5,470.0,0.0,1360.0,3990.0
Albania,EASTERN EUROPE,2002,Female,114.0,39.2,60.8,64.1,77.5,2.93,9.56,668.0,0.0,38.9,375.0,0.0,191.0,189.0
Algeria,NORTHERN AFRICA,2002,Female,13.4,74.3,25.6,22.5,72.7,4.47,8.11,726.0,0.0,56.2,460.0,0.0,1140.0,471.0
Andorra,WESTERN EUROPE,2002,Female,149.0,66.2,33.8,48.1,0.0,2.01,14.5,1220.0,0.0,40.0,12.9,0.0,6.09,0.45
Angola,SUB-SAHARAN AFRICA,2002,Female,14.1,77.9,22.1,49.7,51.8,2.84,4.27,648.0,0.0,57.2,486.0,0.0,863.0,719.0
Antigua and Barbuda,LATIN AMER. & CARIB,2002,Female,196.0,66.0,34.0,27.7,76.3,3.49,13.2,758.0,0.0,40.0,430.0,0.0,1.7,3.63
Argentina,LATIN AMER. & CARIB,2002,Female,13.8,54.5,45.5,29.9,78.0,4.3,10.9,1510.0,0.0,47.7,402.0,0.0,4620.0,2420.0
Armenia,C.W. OF IND. STATES,2002,Female,107.0,24.3,75.7,65.2,75.1,2.43,10.2,515.0,0.0,31.5,365.0,0.0,142.0,126.0
Australia,OCEANIA,2002,Female,2.54,66.9,33.1,19.9,82.7,4.86,13.4,835.0,0.0,38.7,391.0,0.0,2480.0,314.0
Austria,WESTERN EUROPE,2002,Female,98.7,75.7,24.3,18.6,81.6,5.35,10.4,1930.0,0.0,33.4,296.0,0.0,1600.0,81.2
Azerbaijan,C.W. OF IND. STATES,2002,Female,100.0,22.4,77.6,78.4,70.3,3.29,10.7,777.0,0.0,70.5,375.0,0.0,259.0,394.0
Bahamas,LATIN AMER. & CARIB,2002,Female,30.9,41.8,58.2,23.1,76.0,3.84,11.7,1450.0,0.0,40.0,424.0,0.0,8.17,49.9
Bahrain,NEAR EAST,2002,Female,967.0,70.1,29.9,25.7,75.8,3.59,9.3,1300.0,0.0,40.0,440.0,0.0,64.8,17.3
Bangladesh,ASIA (EX. NEAR EAST),2002,Female,1050.0,42.3,57.7,62.3,66.9,1.25,5.05,875.0,0.0,28.0,508.0,0.0,12400.0,4490.0
Barbados,LATIN AMER. & CARIB,2002,Female,631.0,65.2,34.8,36.5,75.9,5.39,10.5,915.0,0.0,40.0,490.0,0.0,13.6,25.3
Belarus,C.W. OF IND. STATES,2002,Female,48.3,82.3,17.7,23.0,73.5,5.42,10.8,611.0,0.0,55.6,366.0,0.0,4240.0,1260.0
Belgium,WESTERN EUROPE,2002,Female,342.0,75.4,24.6,0.0,81.3,5.71,12.2,2420.0,0.0,41.7,321.0,0.0,2350.0,199.0
Belize,LATIN AMER. & CARIB,2002,Female,11.5,58.0,42.0,40.6,71.5,5.05,8.33,580.0,0.0,60.3,429.0,0.0,16.3,48.4
Benin,SUB-SAHARAN AFRICA,2002,Female,64.7,42.1,57.9,52.7,57.6,2.65,2.96,598.0,0.0,40.7,430.0,0.0,538.0,203.0
Bhutan,ASIA (EX. NEAR EAST),2002,Female,15.9,69.2,30.8,10.3,62.7,3.93,2.96,630.0,0.0,40.9,459.0,0.0,36.6,10.2
Bolivia,LATIN AMER. & CARIB,2002,Female,7.99,66.0,34.0,33.0,64.0,6.19,8.49,855.0,0.0,39.2,405.0,0.0,578.0,572.0
Bosnia and Herzegovina,EASTERN EUROPE,2002,Female,74.0,44.5,55.5,36.0,77.4,0.0,8.86,670.0,0.0,30.0,379.0,0.0,367.0,131.0
Botswana,SUB-SAHARAN AFRICA,2002,Female,3.14,56.5,43.5,11.8,51.0,7.73,8.27,398.0,0.0,47.0,397.0,0.0,330.0,268.0
Brazil,LATIN AMER. & CARIB,2002,Female,21.6,43.0,57.0,38.4,74.8,3.71,7.53,1110.0,0.0,37.9,417.0,0.0,11000.0,54100.0
Brunei,ASIA (EX. NEAR EAST),2002,Female,65.8,81.2,18.8,16.4,77.4,3.32,13.9,1510.0,0.0,40.0,455.0,0.0,12.8,4.56
Bulgaria,EASTERN EUROPE,2002,Female,72.5,71.7,28.3,39.8,75.6,3.19,10.1,1090.0,0.0,38.9,364.0,0.0,1480.0,284.0
Burkina Faso,SUB-SAHARAN AFRICA,2002,Female,44.9,41.1,58.9,38.3,52.4,3.46,1.8,480.0,0.0,38.1,455.0,0.0,724.0,112.0
Burundi,SUB-SAHARAN AFRICA,2002,Female,263.0,28.8,71.2,41.2,53.7,2.78,3.45,422.0,0.0,35.1,424.0,0.0,636.0,66.2
Cambodia,ASIA (EX. NEAR EAST),2002,Female,71.6,23.7,76.3,60.5,62.5,1.69,5.06,905.0,0.0,42.0,380.0,0.0,718.0,520.0
Cameroon,SUB-SAHARAN AFRICA,2002,Female,34.0,21.1,78.9,72.9,51.9,2.72,6.16,627.0,0.0,41.9,460.0,0.0,1440.0,597.0
Canada,NORTHERN AMERICA,2002,Female,3.44,70.1,29.9,15.9,82.0,4.98,13.1,1410.0,0.0,44.8,333.0,0.0,4190.0,483.0
Cape Verde,SUB-SAHARAN AFRICA,2002,Female,112.0,82.1,17.9,23.5,72.4,4.97,6.44,530.0,0.0,52.5,395.0,0.0,58.3,55.7
Central African Republic,SUB-SAHARAN AFRICA,2002,Female,6.27,37.4,62.6,43.9,44.9,1.6,3.52,425.0,0.0,57.6,444.0,0.0,350.0,241.0
Chad,SUB-SAHARAN AFRICA,2002,Female,7.15,35.2,64.8,64.7,48.6,2.06,1.78,419.0,0.0,28.2,432.0,0.0,451.0,235.0
Chile,LATIN AMER. & CARIB,2002,Female,21.0,37.3,62.7,42.5,80.2,3.68,11.5,1030.0,0.0,48.4,417.0,0.0,1940.0,779.0
China,ASIA (EX. NEAR EAST),2002,Female,138.0,44.2,55.8,62.9,74.5,1.79,9.16,985.0,0.0,37.1,417.0,0.0,189000.0,38700.0
Colombia,LATIN AMER. & CARIB,2002,Female,37.5,64.9,35.1,11.7,75.3,4.25,8.99,964.0,0.0,59.1,417.0,0.0,3230.0,26200.0
Comoros,SUB-SAHARAN AFRICA,2002,Female,306.0,66.9,33.1,78.7,61.2,3.74,5.13,704.0,0.0,34.1,416.0,0.0,21.9,36.6
"Congo, Dem. Rep.",SUB-SAHARAN AFRICA,2002,Female,22.0,4.95,95.0,68.4,52.8,1.14,4.78,507.0,0.0,40.4,423.0,0.0,2780.0,1940.0
"Congo, Rep.",SUB-SAHARAN AFRICA,2002,Female,9.98,59.8,40.2,61.4,53.0,3.83,6.69,593.0,0.0,56.4,409.0,0.0,227.0,159.0
Costa Rica,LATIN AMER. & CARIB,2002,Female,79.6,75.4,24.6,30.7,80.1,4.17,9.11,776.0,0.0,42.1,441.0,0.0,284.0,259.0
Cote d'Ivoire,SUB-SAHARAN AFRICA,2002,Female,54.6,23.5,76.5,49.1,47.4,4.41,3.39,849.0,0.0,40.3,428.0,0.0,1470.0,350.0
Croatia,EASTERN EUROPE,2002,Female,78.6,84.5,15.5,18.6,78.5,3.49,9.02,1190.0,0.0,16.3,367.0,0.0,994.0,98.1
Cuba,LATIN AMER. & CARIB,2002,Female,105.0,90.0,9.96,19.4,79.1,8.14,11.3,981.0,0.0,40.0,393.0,0.0,1810.0,656.0
Cyprus,NEAR EAST,2002,Female,106.0,35.2,64.8,52.8,80.4,5.24,12.5,855.0,0.0,30.1,339.0,0.0,44.2,18.8
Czech Republic,EASTERN EUROPE,2002,Female,133.0,90.3,9.71,10.0,78.7,3.7,11.2,1920.0,0.0,22.8,380.0,0.0,1780.0,194.0
Denmark,WESTERN EUROPE,2002,Female,127.0,82.3,17.7,14.7,79.5,7.78,11.6,2050.0,0.0,37.2,367.0,0.0,903.0,72.6
Djibouti,SUB-SAHARAN AFRICA,2002,Female,32.2,61.5,38.5,42.8,58.8,8.05,4.27,779.0,0.0,36.5,445.0,0.0,26.9,51.1
Dominica,LATIN AMER. & CARIB,2002,Female,93.1,71.3,28.8,36.6,0.0,5.0,11.7,664.0,0.0,40.0,139.0,0.0,2.51,4.48
Dominican Republic,LATIN AMER. & CARIB,2002,Female,183.0,26.3,73.7,53.5,74.2,1.88,9.07,668.0,0.0,39.9,445.0,0.0,501.0,998.0
Ecuador,LATIN AMER. & CARIB,2002,Female,52.6,53.3,46.8,62.9,76.6,1.72,9.02,530.0,0.0,41.9,406.0,0.0,995.0,2400.0
Egypt,NORTHERN AFRICA,2002,Female,72.9,38.7,61.3,63.8,71.4,4.41,7.78,792.0,0.0,34.0,405.0,0.0,2230.0,381.0
El Salvador,LATIN AMER. & CARIB,2002,Female,287.0,38.6,61.4,49.7,73.9,2.8,7.66,976.0,0.0,41.2,462.0,0.0,561.0,3120.0
Equatorial Guinea,SUB-SAHARAN AFRICA,2002,Female,23.8,48.0,52.0,76.1,54.8,1.0,5.85,361.0,0.0,40.0,447.0,0.0,38.6,25.2
Eritrea,SUB-SAHARAN AFRICA,2002,Female,35.8,42.2,57.8,44.9,58.5,1.41,4.17,533.0,0.0,40.0,441.0,0.0,246.0,278.0
Estonia,BALTICS,2002,Female,32.6,89.2,10.8,20.6,76.9,4.94,9.41,950.0,0.0,47.8,362.0,0.0,454.0,176.0
Ethiopia,SUB-SAHARAN AFRICA,2002,Female,70.5,40.9,59.1,37.2,54.7,2.33,4.31,523.0,0.0,47.7,448.0,0.0,5200.0,6880.0
Fiji,OCEANIA,2002,Female,44.6,82.7,17.3,12.3,70.6,5.53,10.5,786.0,0.0,35.3,499.0,0.0,101.0,47.8
Finland,WESTERN EUROPE,2002,Female,17.2,72.1,27.9,22.0,81.7,5.55,11.3,1270.0,0.0,47.1,385.0,0.0,1220.0,130.0
France,WESTERN EUROPE,2002,Female,110.0,79.6,20.4,7.14,83.0,4.91,11.5,1840.0,0.0,73.3,312.0,0.0,13400.0,774.0
Gabon,SUB-SAHARAN AFRICA,2002,Female,5.02,40.0,60.0,54.1,59.9,3.06,8.33,391.0,0.0,46.3,436.0,0.0,106.0,63.6
Gambia,SUB-SAHARAN AFRICA,2002,Female,130.0,29.7,70.3,33.5,57.9,1.51,3.73,818.0,0.0,39.6,460.0,0.0,47.9,17.1
Georgia,C.W. OF IND. STATES,2002,Female,66.6,18.7,81.3,80.2,75.9,3.28,11.5,544.0,0.0,26.9,387.0,0.0,294.0,179.0
Germany,WESTERN EUROPE,2002,Female,234.0,80.6,19.4,12.4,81.4,4.1,11.5,1770.0,0.0,50.8,340.0,0.0,13200.0,919.0
Ghana,SUB-SAHARAN AFRICA,2002,Female,87.6,54.6,45.4,53.7,58.2,5.92,6.39,702.0,0.0,47.0,471.0,0.0,992.0,808.0
Greece,WESTERN EUROPE,2002,Female,87.0,52.8,47.2,39.4,81.8,2.7,11.8,1400.0,0.0,51.6,361.0,0.0,426.0,115.0
Grenada,LATIN AMER. & CARIB,2002,Female,300.0,43.5,56.5,54.7,73.1,4.08,10.5,960.0,0.0,40.0,432.0,0.0,6.44,5.42
Guatemala,LATIN AMER. & CARIB,2002,Female,114.0,37.1,62.9,61.8,71.9,2.18,5.67,858.0,0.0,37.4,503.0,0.0,1270.0,4180.0
Guinea,SUB-SAHARAN AFRICA,2002,Female,37.2,20.3,79.7,46.7,51.5,2.4,2.22,451.0,0.0,34.4,449.0,0.0,448.0,238.0
Guinea-Bissau,SUB-SAHARAN AFRICA,2002,Female,46.0,33.5,66.5,47.4,53.4,2.04,2.22,778.0,0.0,49.5,417.0,0.0,95.1,88.2
Guyana,LATIN AMER. & CARIB,2002,Female,3.82,80.1,19.9,15.7,68.0,7.68,9.52,1220.0,0.0,39.5,429.0,0.0,177.0,133.0
